ID,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
2018-01951,0,0,0,0,0,0,0,0,1,0,0
2018-03520,0,0,0,0,1,0,1,0,0,0,0
2018-02835,1,0,1,0,0,0,0,0,0,0,0
2018-02622,0,0,0,0,0,0,0,0,1,0,0
2018-00925,0,0,0,0,0,0,0,0,1,0,0
2018-03801,0,0,0,0,1,0,1,0,0,0,0
2018-02814,0,0,0,0,1,0,1,0,0,0,0
2018-00550,0,0,0,0,1,0,0,0,0,0,0
2018-02546,0,1,0,0,1,0,1,0,0,0,0
2018-04321,1,0,1,0,0,0,0,0,1,0,0
2018-00372,0,0,0,0,1,0,1,0,0,0,0
2018-00619,0,0,0,0,1,0,1,0,0,0,0
2018-02103,0,0,1,0,0,0,0,0,1,0,0
2018-01018,0,0,0,0,1,0,0,0,0,0,0
2018-01389,0,0,1,1,0,0,0,0,1,0,0
2018-04130,1,0,1,0,0,0,0,0,0,0,0
2018-03983,0,0,0,0,0,0,0,1,1,0,0
2018-00399,0,0,0,0,0,0,0,0,1,0,0
2018-03602,0,0,0,1,0,0,0,0,0,0,0
2018-01429,0,0,0,0,0,0,0,0,1,0,0
2018-01814,0,0,0,0,1,1,1,0,0,0,0
2018-02110,1,0,1,0,0,0,0,0,0,0,0
2018-03578,0,0,0,0,1,0,0,0,1,0,0
2018-01818,1,0,1,0,0,0,0,0,0,0,0
2018-00877,0,1,0,0,1,0,1,0,0,0,0
2018-01044,0,0,0,0,0,0,0,1,1,0,0
2018-00706,1,0,1,0,0,0,0,0,0,0,0
2018-02175,1,0,1,0,0,0,0,0,0,0,0
2018-02997,0,0,0,0,1,0,0,0,0,0,0
2018-01604,0,0,0,0,1,1,1,0,0,0,0
2018-01578,0,0,0,0,1,0,0,0,0,0,0
2018-01964,0,0,0,1,0,0,0,0,0,0,0
2018-01020,1,0,0,0,0,0,0,0,0,0,0
2018-04264,1,0,1,0,0,0,0,0,0,0,0
2018-00558,0,0,0,0,0,0,0,0,1,0,0
2018-00147,1,0,1,0,0,0,0,0,1,0,0
2018-01876,1,0,1,0,0,0,0,0,0,0,0
2018-02873,0,0,0,0,0,0,0,0,1,0,0
2018-00644,1,0,0,0,0,0,0,0,1,0,0
2018-01169,1,0,1,0,0,0,0,0,0,0,0
2018-02328,1,0,1,0,0,0,0,0,0,0,0
2018-03128,0,0,0,0,1,0,0,0,0,0,0
2018-02752,1,0,1,0,0,0,0,0,1,0,0
2018-03102,0,0,0,0,1,1,1,0,0,0,0
2018-02993,1,0,1,0,0,0,0,0,0,0,0
2018-04089,0,0,0,0,1,0,0,0,0,0,0
2018-00165,1,0,0,0,0,0,0,0,0,0,0
2018-00312,1,0,1,1,0,0,0,0,0,0,0
2018-03870,0,0,1,0,0,0,0,0,0,0,0
2018-01228,1,0,1,0,0,0,0,0,1,0,0
2018-00604,1,0,1,0,0,0,0,0,0,0,0
2018-00223,0,1,0,0,0,0,1,0,0,0,0
2018-01486,1,0,1,0,0,0,0,0,0,0,0
2018-03394,0,0,0,0,0,0,0,0,1,0,0
2018-03487,1,0,1,0,0,0,0,0,1,0,0
2018-00793,0,0,0,0,0,0,0,0,1,0,0
2018-01858,0,0,0,0,1,0,0,0,0,0,0
2018-04305,0,1,0,0,1,0,0,0,0,0,0
2018-01470,0,0,0,0,1,1,1,0,0,0,0
2018-02960,1,0,1,0,0,0,0,0,0,0,0
2018-01924,1,0,1,0,1,0,0,0,0,0,0
2018-00012,1,0,1,0,0,0,0,0,0,0,0
2018-02800,0,0,0,0,1,1,1,0,0,0,0
2018-03469,0,0,0,0,1,1,1,0,0,0,0
2018-02837,0,0,0,0,1,0,1,0,0,0,0
2018-02327,1,0,1,0,0,0,0,0,1,0,0
2018-04076,0,0,0,0,1,0,1,0,0,0,0
2018-00526,0,0,1,0,0,0,0,0,1,0,0
2018-01554,1,0,0,0,0,0,0,0,0,0,0
2018-01718,0,0,0,0,1,0,1,0,0,0,0
2018-01962,0,0,0,0,0,0,0,0,1,0,0
2018-03140,0,0,0,0,1,1,1,0,0,0,0
2018-04043,0,0,0,0,1,0,0,0,0,0,0
2018-02313,0,0,0,0,1,1,1,0,0,0,0
2018-02775,0,0,0,0,1,0,0,0,0,0,0
2018-02221,0,0,0,0,1,0,0,0,0,0,0
2018-02811,0,0,0,0,1,0,0,0,1,0,0
2018-04181,0,0,0,0,1,0,0,0,0,0,0
2018-01912,0,0,0,0,1,0,1,0,0,0,0
2018-01982,0,0,0,0,1,0,0,0,0,0,0
2018-03623,0,0,0,1,0,0,0,0,0,0,0
2018-02883,1,0,1,0,0,0,0,0,1,0,0
2018-00562,0,0,0,0,1,1,1,0,0,0,0
2018-02561,1,0,1,0,0,0,0,0,0,0,0
2018-01247,1,0,1,0,0,0,0,0,1,0,0
2018-04021,0,0,0,0,1,0,0,0,0,0,0
2018-00633,0,1,0,0,0,0,0,0,0,0,0
2018-02046,0,0,0,0,1,0,0,0,0,0,0
2018-01026,0,0,0,0,1,0,1,0,0,0,0
2018-00592,1,0,0,0,0,0,0,0,1,0,0
2018-04075,1,0,1,0,0,0,0,1,1,0,0
2018-03597,0,0,0,0,1,0,1,0,0,0,0
2018-01972,0,0,0,0,1,0,0,0,0,0,0
2018-00648,0,1,0,0,0,0,0,0,0,0,0
2018-03377,0,0,0,0,1,0,1,0,0,0,0
2018-01915,0,0,0,0,1,0,0,0,0,0,0
2018-00855,0,0,0,1,0,0,0,0,1,0,0
2018-02588,1,0,1,0,0,0,0,0,0,0,0
2018-00871,0,0,0,0,1,0,1,0,0,0,0
2018-02880,1,0,1,0,0,0,0,0,0,0,0
2018-00200,0,0,0,0,1,0,0,0,0,0,0
2018-03368,0,0,0,1,0,0,0,0,0,0,0
2018-03407,0,1,0,0,0,0,1,0,0,0,0
2018-02271,0,0,0,1,0,0,0,0,0,0,0
2018-00397,1,0,1,0,0,0,0,0,0,0,0
2018-03692,1,0,1,0,1,0,0,0,0,0,0
2018-03234,1,0,1,0,0,0,0,0,0,0,0
2018-02416,0,0,0,0,1,1,1,0,0,0,0
2018-00516,0,0,0,0,1,0,0,0,0,0,0
2018-03542,0,0,0,0,1,0,0,0,0,0,0
2018-03043,1,0,0,0,0,0,0,0,0,0,0
2018-02518,1,0,1,0,0,0,0,0,1,0,0
2018-03137,0,0,0,0,1,0,0,0,0,0,0
2018-01934,0,0,0,0,1,0,1,0,0,0,0
2018-02261,1,0,1,0,0,0,0,0,0,0,0
2018-01416,0,0,0,0,1,0,1,0,0,0,0
2018-04366,0,0,0,0,1,0,1,0,0,0,0
2018-01462,1,0,1,0,0,0,0,0,0,0,0
2018-01154,0,0,0,0,1,0,0,0,0,0,0
2018-04268,1,0,1,0,0,0,0,0,1,0,0
2018-01040,1,0,1,1,0,0,0,0,1,0,0
2018-02023,0,0,0,0,1,0,0,0,0,0,0
2018-03272,0,0,0,0,1,1,1,0,0,0,0
2018-01495,0,0,1,0,0,0,0,0,0,0,0
2018-03780,0,0,0,0,1,0,0,0,0,0,0
2018-01138,1,0,1,1,0,0,0,0,0,0,0
2018-03844,0,0,0,0,0,0,0,1,1,0,0
2018-02205,0,0,0,0,1,0,1,0,0,0,0
2018-01500,0,0,0,0,1,0,1,0,0,0,0
2018-00618,0,0,0,0,0,0,1,0,0,0,0
2018-01271,0,0,0,0,1,0,1,0,0,0,0
2018-03105,0,0,0,1,0,0,0,0,0,0,0
2018-03708,0,0,0,0,1,0,0,0,0,0,0
2018-03831,0,0,0,0,1,1,1,0,0,0,0
2018-00411,0,0,0,0,1,0,0,0,0,0,0
2018-02409,0,1,0,0,0,0,0,0,0,0,0
2018-01054,0,0,0,0,1,0,1,0,0,0,0
2018-03342,0,0,0,0,0,0,0,0,1,0,0
2018-03290,1,0,1,1,0,0,0,0,0,0,0
2018-04216,1,0,1,0,0,0,0,0,1,0,0
2018-00702,0,0,0,0,1,0,0,0,0,0,0
2018-00329,0,0,1,1,0,0,0,1,1,0,0
2018-01837,1,0,1,0,0,0,0,0,0,0,0
2018-03212,1,0,1,0,0,0,0,0,1,0,0
2018-04037,1,0,1,0,0,0,0,0,1,0,0
2018-01283,1,0,1,1,0,0,0,0,0,0,0
2018-00827,0,0,0,0,1,0,1,0,0,0,0
2018-00370,1,0,1,0,0,0,0,0,0,0,0
2018-01919,0,0,0,0,1,0,0,0,0,0,0
2018-02153,1,0,1,0,0,0,0,0,0,0,0
2018-04372,1,0,1,0,0,0,0,0,0,0,0
2018-01191,1,0,1,0,0,0,0,0,0,0,0
2018-00935,0,0,1,0,0,0,0,0,1,0,0
2018-00346,0,0,0,0,1,0,0,0,0,0,0
2018-02324,1,0,1,0,0,0,0,0,0,0,0
2018-02637,0,0,0,0,1,0,0,0,1,0,0
2018-02818,1,0,1,0,0,0,0,0,0,0,0
2018-04008,0,0,0,0,1,1,1,0,0,0,0
2018-01942,0,0,0,0,0,0,1,0,0,0,0
2018-03541,0,0,0,0,0,0,0,0,1,0,0
2018-03917,1,0,1,0,0,0,0,0,0,0,0
2018-00919,1,0,1,0,0,0,0,0,1,0,0
2018-00044,0,0,0,0,1,0,0,0,0,0,0
2018-00479,1,0,1,0,0,0,0,0,0,0,0
2018-00121,1,0,1,0,0,0,0,0,1,0,0
2018-02068,1,0,1,0,0,0,0,0,0,0,0
2018-01594,0,0,0,0,1,1,1,0,0,0,0
2018-00362,0,0,0,0,1,1,1,0,0,0,0
2018-04133,1,0,1,0,0,0,0,0,0,0,0
2018-02545,0,0,1,0,0,0,0,0,1,0,0
2018-01464,0,0,1,0,0,0,0,1,1,0,0
2018-01582,0,0,0,0,0,0,0,0,1,0,0
2018-00696,0,0,1,1,0,0,0,0,0,0,0
2018-03150,1,0,1,0,0,0,0,0,0,0,0
2018-03516,1,0,0,0,0,0,0,0,0,0,0
2018-04149,0,0,0,0,1,1,1,0,0,0,0
2018-01436,1,0,1,0,0,0,0,0,0,0,0
2018-02766,1,0,0,0,0,0,0,0,0,0,0
2018-03147,1,0,0,0,0,0,0,0,0,0,0
2018-01074,0,0,0,0,1,0,1,0,0,0,0
2018-03926,0,0,0,0,1,1,1,0,0,0,0
2018-04063,0,0,0,0,0,0,1,0,0,0,0
2018-01781,0,0,0,0,1,1,0,0,0,0,0
2018-03170,0,0,0,0,1,0,0,0,0,0,0
2018-02414,1,0,1,0,0,0,0,0,1,0,0
2018-01640,1,0,1,0,0,0,0,0,0,0,0
2018-04152,0,0,0,0,1,0,1,0,0,0,0
2018-01234,1,0,1,0,0,0,0,0,1,0,0
2018-00333,1,0,1,0,0,0,0,0,0,0,0
2018-04380,0,0,0,0,1,0,1,0,0,0,0
2018-01376,0,1,0,0,0,0,0,0,0,0,0
2018-03145,0,0,0,0,1,0,0,0,0,0,0
2018-02762,0,0,0,0,1,1,1,0,0,0,0
2018-01205,0,0,0,0,0,0,1,0,0,0,0
2018-04026,0,0,0,0,0,0,0,0,1,0,0
2018-01823,0,0,0,0,1,0,0,0,1,0,0
2018-00473,0,0,0,1,0,0,0,0,0,0,0
2018-01455,0,0,0,1,0,0,0,0,0,0,0
2018-02875,1,0,1,0,0,0,0,0,0,0,0
2018-03641,0,0,0,0,1,0,0,0,0,0,0
2018-03042,0,0,0,0,1,0,1,0,0,0,0
2018-00756,0,0,0,0,0,0,0,1,1,0,0
2018-03652,0,0,0,0,1,0,1,0,0,0,0
2018-03712,1,0,1,0,0,0,0,0,0,0,0
2018-02303,0,0,1,0,0,0,0,0,1,0,0
2018-04219,1,0,1,0,0,0,0,0,1,0,0
2018-01636,1,0,1,0,0,0,0,0,0,0,0
2018-01440,0,0,0,0,1,0,1,0,0,0,0
2018-03691,0,0,0,0,1,1,0,0,0,0,0
2018-02272,1,0,1,0,0,0,0,0,1,0,0
2018-02052,0,0,0,0,0,0,0,0,1,0,0
2018-01983,1,0,1,0,0,0,0,0,1,0,0
2018-03415,0,1,0,0,1,0,1,0,0,0,0
2018-00724,0,0,0,1,0,0,0,0,1,0,0
2018-00694,1,0,0,0,0,0,0,0,0,0,0
2018-02024,0,0,0,0,0,0,0,0,1,0,0
2018-03509,0,0,0,0,1,0,1,0,0,0,0
2018-01530,0,0,0,0,1,0,0,0,0,0,0
2018-00995,1,0,1,0,0,0,0,0,0,0,0
2018-01493,0,1,0,0,0,0,0,0,0,0,0
2018-01772,1,0,0,0,0,0,0,0,0,0,0
2018-00296,0,0,0,0,1,1,1,0,0,0,0
2018-00316,1,0,1,0,0,0,0,0,1,0,0
2018-02323,1,0,1,0,0,0,0,0,0,0,0
2018-04029,0,0,0,0,1,0,1,0,0,0,0
2018-03315,0,1,0,0,0,0,0,0,0,0,0
2018-02294,0,0,0,0,1,0,0,0,0,0,0
2018-00917,1,0,1,0,0,0,0,0,1,0,0
2018-03123,0,0,0,0,1,0,1,0,0,0,0
2018-02915,0,0,0,0,0,0,0,0,1,0,0
2018-03453,0,0,0,0,1,0,1,0,0,0,0
2018-03779,1,0,1,0,0,0,0,0,0,0,0
2018-03176,0,0,0,1,0,0,0,0,0,0,0
2018-02443,0,0,1,0,0,0,0,0,0,0,0
2018-03119,0,0,0,0,1,0,1,0,0,0,0
2018-01297,1,0,1,0,0,0,0,0,1,0,0
2018-02886,1,0,1,0,0,0,0,0,1,0,0
2018-03301,0,0,0,0,1,0,1,0,0,0,0
2018-03410,0,0,0,0,1,0,0,0,0,0,0
2018-01202,1,0,1,0,0,0,0,0,0,0,0
2018-00433,0,0,0,0,1,0,0,0,0,0,0
2018-01315,0,0,0,0,1,0,1,0,0,0,0
2018-01419,0,0,0,0,0,0,0,0,1,0,0
2018-03753,0,0,0,0,1,0,0,0,0,0,0
2018-01544,1,0,1,0,0,0,0,0,1,0,0
2018-04064,0,0,0,0,0,0,0,0,1,0,0
2018-00737,1,0,1,0,0,0,0,0,1,0,0
2018-02493,0,0,0,0,1,0,1,0,0,0,0
2018-03319,0,0,0,0,1,1,0,0,0,0,0
2018-01194,0,0,0,0,1,0,1,0,0,0,0
2018-00552,0,0,0,0,1,0,1,0,0,0,0
2018-01327,1,0,1,0,0,0,0,0,1,0,0
2018-00412,0,0,0,0,1,0,1,0,0,0,0
2018-01817,1,0,1,0,0,0,0,0,0,0,0
2018-00423,0,0,0,0,0,0,1,0,0,0,0
2018-03557,1,0,0,0,0,0,0,0,0,0,0
2018-02893,0,0,1,0,0,0,0,0,0,0,0
2018-03543,0,0,1,0,0,0,0,0,0,0,0
2018-04077,0,0,0,1,0,0,0,0,1,0,0
2018-02785,1,0,1,0,0,0,0,0,1,0,0
2018-01004,1,0,1,0,0,0,0,0,1,0,0
2018-04157,0,0,0,0,1,0,1,0,0,0,0
2018-02944,0,0,0,0,1,1,1,0,0,0,0
2018-00829,1,0,1,0,0,0,0,0,0,0,0
2018-04313,0,1,0,0,0,0,0,0,0,0,0
2018-01904,0,0,0,0,1,0,1,0,0,0,0
2018-01261,0,0,0,0,1,0,0,0,0,0,0
2018-03124,0,0,0,0,1,0,1,0,0,0,0
2018-02270,1,0,1,0,0,0,0,0,0,0,0
2018-03529,0,1,0,0,0,0,0,0,0,0,0
2018-03668,0,0,0,0,1,0,1,0,0,0,0
2018-01488,0,0,0,0,1,1,1,0,0,0,0
2018-04334,1,0,1,0,0,0,0,0,0,0,0
2018-01854,0,0,0,0,1,0,0,0,0,0,0
2018-01516,1,0,1,0,0,0,0,0,0,0,0
2018-03472,0,0,0,0,1,0,1,0,0,0,0
2018-02942,0,0,1,0,0,0,0,0,1,0,0
2018-04155,1,0,1,0,0,0,0,0,0,0,0
2018-02661,1,0,1,0,0,0,0,0,0,0,0
2018-02310,0,1,0,0,0,0,0,0,0,0,0
2018-00615,1,0,1,0,0,0,0,0,1,0,0
2018-02704,0,0,0,0,0,0,1,0,0,0,0
2018-01224,0,0,0,1,0,0,0,0,1,0,0
2018-02315,0,0,0,0,1,0,0,0,0,0,0
2018-00802,0,0,0,1,0,0,0,0,0,0,0
2018-01775,0,0,0,0,0,0,1,0,0,0,0
2018-02967,0,0,0,0,1,0,0,0,0,0,0
2018-02850,0,1,0,1,0,0,1,0,0,0,0
2018-03007,1,0,1,0,0,0,0,0,1,0,0
2018-02885,0,0,0,0,1,0,0,0,1,0,0
2018-03822,1,0,1,0,0,0,0,0,0,0,0
2018-00990,0,0,0,0,1,0,1,0,0,0,0
2018-01336,0,0,0,1,0,0,0,0,0,0,0
2018-03191,0,0,0,0,0,0,0,0,1,0,0
2018-01909,0,0,0,0,1,0,0,0,1,0,0
2018-01129,0,0,0,0,1,0,1,0,0,0,0
2018-01126,0,0,0,0,0,0,0,0,1,0,0
2018-00798,1,0,1,0,0,0,0,0,1,0,0
2018-02004,0,0,0,0,1,1,1,0,0,0,0
2018-02653,1,0,1,0,0,0,0,0,0,0,0
2018-03490,0,0,0,0,1,0,0,0,0,0,0
2018-03264,0,0,0,1,0,0,0,0,0,0,0
2018-03092,1,0,1,0,0,0,0,0,0,0,0
2018-03448,0,0,0,1,0,0,0,0,0,0,0
2018-01298,1,0,1,0,0,0,0,0,0,0,0
2018-02555,0,0,0,0,1,0,0,0,1,0,0
2018-00215,0,0,0,0,1,0,0,0,0,0,0
2018-02064,0,0,0,0,0,0,0,1,1,0,0
2018-01684,1,0,1,0,0,0,0,0,0,0,0
2018-03659,0,0,0,0,1,1,1,0,0,0,0
2018-02355,0,0,0,0,1,0,0,0,0,0,0
2018-02159,0,0,0,0,1,1,0,0,0,0,0
2018-00576,1,0,1,0,0,0,0,0,0,0,0
2018-01314,1,0,1,0,0,0,0,0,0,0,0
2018-02430,0,0,0,0,0,0,1,0,0,0,0
2018-00204,1,0,1,0,0,0,0,0,0,0,0
2018-00913,0,0,0,0,1,0,1,0,0,0,0
2018-02799,1,0,1,1,0,0,0,0,1,0,0
2018-02138,0,0,0,0,1,0,1,0,0,0,0
2018-01153,0,0,0,0,1,1,1,0,0,0,0
2018-00804,0,0,0,1,0,0,0,0,0,0,0
2018-00964,0,0,0,0,1,0,1,0,0,0,0
2018-04170,0,0,0,0,0,0,0,0,1,0,0
2018-00556,1,0,1,0,0,0,0,0,0,0,0
2018-02675,0,0,0,0,1,0,1,0,0,0,0
2018-04335,0,0,1,0,0,0,0,0,0,0,0
2018-04073,0,0,0,1,0,0,0,0,0,0,0
2018-04086,1,0,1,0,0,0,0,0,0,0,0
2018-00744,0,0,0,0,0,0,0,0,1,0,0
2018-00625,0,0,0,0,1,0,0,0,0,0,0
2018-04186,0,0,0,0,1,0,0,0,0,0,0
2018-01856,0,0,0,0,0,0,0,0,1,0,0
2018-01374,0,0,0,0,1,0,0,0,0,0,0
2018-02900,0,0,0,1,0,0,0,0,1,0,0
2018-04261,1,0,1,0,0,0,0,0,0,0,0
2018-01816,0,0,0,0,1,0,0,0,0,0,0
2018-02455,0,0,0,0,0,0,0,0,1,0,0
2018-00344,0,0,1,0,0,0,0,0,1,0,0
2018-01674,0,0,0,1,0,0,0,0,0,0,0
2018-03500,0,0,0,0,1,1,1,0,0,0,0
2018-02507,1,0,1,0,0,0,0,0,0,0,0
2018-01897,1,0,1,0,0,0,0,0,0,0,0
2018-03188,0,0,0,0,1,0,1,0,0,0,0
2018-02274,1,0,1,0,0,0,0,0,0,0,0
2018-01761,1,0,1,0,0,0,0,0,1,0,0
2018-00500,0,0,0,0,1,0,0,0,0,0,0
2018-03767,1,0,1,0,0,0,0,0,0,0,0
2018-03325,0,0,0,0,0,0,0,0,1,0,0
2018-04333,0,0,0,0,0,0,0,1,1,0,0
2018-01116,1,0,1,0,0,0,0,0,1,0,0
2018-01447,1,0,1,0,0,0,0,0,1,0,0
2018-04194,0,0,0,1,0,0,0,0,0,0,0
2018-02825,0,0,0,0,1,0,1,0,0,0,0
2018-04116,0,0,0,0,0,0,0,0,1,0,0
2018-00426,0,0,0,0,1,0,0,0,0,0,0
2018-02208,0,0,1,1,0,0,0,0,1,0,0
2018-03396,0,0,0,0,1,0,1,0,0,0,0
2018-03884,1,0,0,0,0,0,1,0,0,0,0
2018-03281,0,0,0,0,0,0,1,0,0,0,0
2018-03676,1,0,1,0,0,0,0,0,1,0,0
2018-01882,1,0,1,0,0,0,0,0,0,0,0
2018-03219,1,0,1,0,0,0,0,0,0,0,0
2018-00116,1,0,1,0,0,0,0,0,0,0,0
2018-00202,0,0,0,0,1,1,0,0,0,0,0
2018-01151,0,0,0,0,1,0,1,0,0,0,0
2018-00100,1,0,1,0,0,0,0,0,0,0,0
2018-01299,0,0,0,0,1,1,1,0,0,0,0
2018-03862,0,0,0,0,1,1,1,0,0,0,0
2018-04227,0,0,0,0,1,0,1,0,0,0,0
2018-02839,0,0,0,0,1,0,1,0,0,0,0
2018-00210,0,0,0,0,0,0,1,0,0,0,0
2018-03253,0,0,0,0,1,0,1,0,0,0,0
2018-03591,1,0,1,0,0,0,0,0,0,0,0
2018-02659,0,0,0,0,1,0,1,0,0,0,0
2018-03372,1,0,1,0,0,0,0,0,0,0,0
2018-04164,1,0,1,0,0,0,0,0,0,0,0
2018-00339,1,0,1,0,0,0,0,0,0,0,0
2018-01526,1,0,1,0,0,0,0,0,1,0,0
2018-02086,1,0,1,0,0,0,0,0,1,0,0
2018-03080,0,0,1,1,0,0,0,1,1,0,0
2018-03417,0,0,0,0,1,0,1,0,0,0,0
2018-02206,1,0,1,0,0,0,0,0,0,0,0
2018-04137,1,0,1,0,0,0,0,0,0,0,0
2018-01846,1,0,1,0,0,0,0,0,0,0,0
2018-02329,0,0,0,0,1,0,0,0,0,0,0
2018-02844,1,0,1,0,0,0,0,0,0,0,0
2018-00071,0,0,1,0,0,0,0,1,1,0,0
2018-00600,0,0,1,0,0,0,0,0,0,0,0
2018-03996,0,0,0,0,1,0,1,0,0,0,0
2018-00899,1,0,1,0,0,0,0,0,1,0,0
2018-02410,0,0,0,1,0,0,0,0,0,0,0
2018-03776,0,0,0,0,0,0,1,0,0,0,0
2018-02460,0,0,0,0,1,0,1,0,0,0,0
2018-01118,0,0,0,0,0,0,0,1,1,0,0
2018-01764,0,0,0,0,0,0,0,0,1,0,0
2018-03305,0,0,0,0,0,0,0,0,1,0,0
2018-01119,1,0,1,0,0,0,0,0,1,0,0
2018-01605,0,0,0,0,1,0,1,0,0,0,0
2018-02071,0,0,0,0,0,0,0,0,1,0,0
2018-02345,1,0,1,0,0,0,0,0,0,0,0
2018-04180,0,0,0,0,1,0,1,0,0,0,0
2018-00484,0,0,0,0,1,0,1,0,1,0,0
2018-02723,0,0,0,0,0,0,0,0,1,0,0
2018-02361,0,0,0,1,0,0,0,0,0,0,0
2018-03222,1,0,1,1,0,0,0,0,0,0,0
2018-02501,0,1,0,1,0,0,0,0,0,0,0
2018-03628,0,0,1,0,0,0,0,0,0,0,0
2018-03229,0,0,0,0,0,0,0,0,1,0,0
2018-03811,0,0,0,0,1,0,1,0,0,0,0
2018-00087,0,0,0,0,0,0,0,0,1,0,0
2018-00834,0,0,0,1,0,0,0,0,0,0,0
2018-01385,1,0,1,0,0,0,0,0,0,0,0
2018-02360,0,0,0,0,1,0,1,0,0,0,0
2018-03765,0,0,0,0,0,0,0,0,1,0,0
2018-01331,0,0,0,0,1,1,1,0,0,0,0
2018-00712,1,0,1,0,0,0,0,0,0,0,0
2018-02602,0,1,0,0,1,0,1,0,0,0,0
2018-02550,0,0,1,0,0,0,0,1,1,0,0
2018-03271,0,1,0,0,0,0,0,0,0,0,0
2018-00028,0,0,0,0,1,0,1,0,0,0,0
2018-02962,1,0,0,0,0,0,0,0,0,0,0
2018-01275,1,0,0,0,0,0,0,0,0,0,0
2018-00328,0,0,0,1,0,0,0,0,0,0,0
2018-03493,0,0,0,0,1,0,0,0,0,0,0
2018-00393,1,0,1,0,0,0,0,0,0,0,0
2018-02829,0,0,0,0,1,0,1,0,0,0,0
2018-04101,0,0,0,0,0,0,0,0,1,0,0
2018-03163,0,0,0,0,1,0,1,0,0,0,0
2018-03674,0,0,0,0,0,0,0,0,1,0,0
2018-02204,0,0,0,0,1,0,0,0,0,0,0
2018-04175,1,0,0,0,0,0,0,0,0,0,0
2018-04080,1,0,1,0,0,0,0,0,0,0,0
2018-03179,1,0,1,0,0,0,0,0,0,0,0
2018-03446,0,1,0,1,0,0,0,0,0,0,0
2018-01803,0,0,0,0,1,0,0,0,0,0,0
2018-01049,1,0,1,0,0,0,0,0,0,0,0
2018-03849,1,0,1,0,0,0,0,0,0,0,0
2018-01921,1,0,1,0,0,0,0,0,1,0,0
2018-01324,0,0,0,0,1,0,1,0,0,0,0
2018-03451,0,0,0,0,1,1,1,0,0,0,0
2018-00080,0,0,0,0,1,0,0,0,0,0,0
2018-01532,1,0,1,0,0,0,0,0,0,0,0
2018-00413,1,0,0,0,0,0,0,0,0,0,0
2018-03887,0,0,1,1,0,0,0,0,0,0,0
2018-01808,0,0,0,0,1,1,1,0,0,0,0
2018-03187,1,0,1,0,0,0,0,0,1,0,0
2018-01592,0,0,0,0,1,0,1,0,0,0,0
2018-03426,0,0,0,0,1,1,1,0,0,0,0
2018-02632,1,0,1,1,0,0,0,0,0,0,0
2018-00019,1,0,0,0,0,0,0,0,0,0,0
2018-02444,0,0,0,0,1,0,0,0,0,0,0
2018-02890,0,0,0,0,0,0,0,0,1,0,0
2018-00183,0,0,1,0,0,0,0,1,1,0,0
2018-04126,0,0,0,0,1,0,1,0,0,0,0
2018-04032,1,0,1,0,0,0,0,0,1,0,0
2018-01166,1,0,1,0,0,0,0,0,0,0,0
2018-00373,1,0,1,0,0,0,0,0,1,0,0
2018-03789,1,0,1,0,0,0,0,0,0,0,0
2018-04109,0,0,0,0,1,0,0,0,0,0,0
2018-02790,1,0,1,0,0,0,0,0,0,0,0
2018-02089,1,0,1,0,0,0,0,0,1,0,0
2018-00521,1,0,0,0,0,0,0,0,0,0,0
2018-01929,0,0,0,0,1,1,0,0,0,0,0
2018-04225,0,0,0,0,1,1,1,0,0,0,0
2018-00861,0,0,0,0,1,0,0,0,0,0,0
2018-00767,0,0,0,0,0,0,1,0,0,0,0
2018-02141,0,0,0,0,1,0,1,0,0,0,0
2018-04312,1,0,1,0,0,0,0,0,1,0,0
2018-00017,0,0,0,0,1,0,0,0,0,0,0
2018-03772,1,0,1,0,0,0,0,0,1,0,0
2018-01407,0,0,0,0,0,0,0,0,1,0,0
2018-03592,1,0,1,0,0,0,0,1,1,0,0
2018-01057,1,0,1,0,0,0,0,0,0,0,0
2018-01473,0,0,0,0,0,0,0,0,1,0,0
2018-00617,1,1,0,0,0,0,0,0,0,0,0
2018-01918,1,0,1,0,0,0,0,0,0,0,0
2018-01695,0,0,0,1,0,0,0,0,0,0,0
2018-02841,0,0,0,0,0,0,0,1,1,0,0
2018-03017,0,0,0,0,1,0,1,0,0,0,0
2018-00436,0,0,0,0,1,0,1,0,0,0,0
2018-02506,0,0,1,1,0,0,0,0,1,0,0
2018-03419,1,0,1,0,0,0,0,0,1,0,0
2018-03418,0,0,0,0,0,0,0,0,1,0,0
2018-02895,1,0,1,0,0,0,0,1,1,0,0
2018-03375,1,0,1,1,0,0,0,0,1,0,0
2018-00278,1,0,0,0,1,0,0,0,0,0,0
2018-01980,0,0,0,0,1,0,1,0,0,0,0
2018-03656,0,0,0,0,1,0,1,0,0,0,0
2018-02840,0,1,0,1,0,0,1,0,0,0,0
2018-02911,0,0,0,0,1,0,0,0,0,0,0
2018-00547,0,0,0,0,0,0,1,0,0,0,0
2018-02177,0,0,0,0,1,0,1,0,1,0,0
2018-00466,0,1,0,0,1,0,1,0,0,0,0
2018-02285,1,0,1,0,0,0,0,0,1,0,0
2018-02536,1,0,0,0,0,0,0,0,0,0,0
2018-01548,1,0,1,0,0,0,0,0,1,0,0
2018-02385,0,0,0,0,1,0,0,0,1,0,0
2018-03328,1,0,1,0,0,0,0,0,1,0,0
